Time,FAM,HEX,Cy5,
76742,247.574,285.95,20.3705
142522,249.023,285.873,20.1416
208862,240.402,283.279,21.1334
275584,249.023,285.416,20.2179
324551,249.71,288.925,19.8364
374061,253.296,286.865,19.3787
424884,263.977,288.467,20.0653
465996,254.974,288.849,20.5994
508692,249.176,287.323,20.2179
552523,247.803,287.857,21.3623
597811,243.835,286.713,19.7601
641354,252.838,292.206,20.9808
681970,245.209,287.018,19.989
721355,252.609,292.511,19.8364
761603,255.737,292.13,20.1416
801820,247.116,293.579,19.989
841204,249.405,290.451,20.0653
881709,262.146,289.459,18.7683
923477,246.353,289.612,19.9127
964333,244.293,293.045,18.5394
1004613,252.533,293.045,20.1416
1046638,249.252,297.852,20.5231
1085990,254.669,305.557,21.7438
1127118,247.498,312.5,18.7683
1168103,245.209,330.277,19.6075
1210687,246.658,358.887,19.8364
1253591,242.386,400.543,20.3705
1296526,252.991,454.865,20.9045
1339846,244.217,514.755,20.4468
1383342,245.59,579.376,19.7601
1426438,241.623,639.496,22.049
1467134,249.786,695.877,19.989
1509142,249.786,745.392,19.2261
1552174,236.588,792.923,19.2261
1596566,246.658,839.996,20.4468
1636494,252.075,883.942,19.2261
1679782,245.132,916.596,19.455
1720510,247.803,951.538,19.7601
1763558,248.337,982.208,20.5231
1805294,252.304,1010.67,19.6838
1848262,247.345,1035.84,19.6075
1889118,249.939,1056.06,19.6838
