Time,FAM,HEX,Cy5,
1661279173142,256.043,342.712,22.583
1661279213678,255.203,343.17,22.2015
1661279255878,250.473,343.628,22.583
1661279298078,248.871,345.383,22.1252
1661279340918,251.999,342.56,22.3541
1661279382813,255.814,344.467,21.5912
1661279424565,250.778,342.941,21.9727
1661279468973,252.838,343.552,22.2015
1661279513012,256.653,345.917,22.2778
1661279556764,253.296,344.772,21.8964
1661279597588,254.746,345.688,21.8201
1661279640908,260.544,346.832,23.8037
1661279683220,261.917,348.358,22.2015
1661279726156,257.95,346.832,21.8964
1661279768532,255.585,346.909,22.1252
1661279811468,259.247,347.672,21.7438
1661279855027,255.28,347.061,21.1334
1661279899147,249.786,345.383,19.6838
1661279940883,253.83,346.985,19.989
1661279984475,257.34,348.282,21.6675
1661280028658,263.443,349.121,22.049
1661280076954,254.288,346.069,22.7356
1661280119649,251.465,350.571,21.8964
1661280161657,253.525,349.121,21.8964
1661280205536,257.95,349.808,21.8201
1661280247560,257.187,350.113,21.8201
1661280289344,260.468,353.012,22.5067
1661280333576,260.544,353.241,21.8201
1661280378288,262.146,358.124,21.2097
1661280424167,259.781,359.345,21.5149
1661280470078,251.999,366.898,21.7438
1661280516982,258.408,381.088,22.2015
1661280563565,252.152,401.764,21.7438
1661280608324,259.247,431.595,22.2778
1661280651564,252.914,472.641,21.4386
1661280695892,265.732,526.886,24.1089
1661280740172,254.746,585.022,22.1252
1661280785523,257.95,648.499,21.3623
1661280830875,253.372,708.695,21.3623
1661280875906,257.492,767.593,21.3623
1661280918586,254.822,817.947,20.5994
