Time,FAM,HEX,Cy5,
1661282757755,264.359,358.353,24.3378
1661282789942,260.544,357.208,21.4386
1661282821183,269.394,358.353,23.1171
1661282853002,264.587,359.192,22.4304
1661282886067,264.13,358.124,22.9645
1661282917565,259.247,357.132,21.6675
1661282951527,259.476,357.437,22.7356
1661282985169,261.765,358.505,23.0408
1661283017914,270.538,359.573,22.7356
1661283050036,266.418,357.513,20.9808
1661283082174,262.375,359.116,22.6593
1661283113736,267.868,360.184,22.8882
1661283145554,267.487,362.396,22.6593
1661283176525,269.394,361.023,23.0408
1661283208055,263.29,360.107,22.9645
1661283238673,263.824,361.328,22.8119
1661283270779,264.587,362.778,23.4222
1661283303237,264.816,362.244,22.4304
1661283336798,267.181,364.456,22.5067
1661283370504,261.917,368.271,22.2778
1661283403858,263.138,363.007,22.6593
1661283435708,268.784,364.075,23.1171
1661283469189,271.912,366.364,23.1171
1661283502959,265.198,365.524,23.1934
1661283537224,261.688,366.516,22.6593
1661283571570,264.587,367.584,23.8037
1661283605356,264.282,368.881,22.8882
1661283639349,263.443,368.729,22.8119
1661283673279,270.004,371.933,23.0408
1661283707482,263.443,372.009,22.8119
1661283741810,266.647,375.519,22.8882
1661283776011,265.198,380.249,23.2697
1661283810501,264.74,385.361,22.8882
1661283844798,263.443,391.998,22.8119
1661283879624,261.154,403.29,23.0408
1661283914449,259.247,419.083,23.4222
1661283947547,272.141,441.971,22.7356
1661283981828,262.604,463.791,23.5748
1661284016606,266.19,491.486,23.0408
1661284050087,266.876,523.987,22.8119
1661284084945,272.217,557.175,23.0408
1661284119642,267.868,591.583,23.1171
1661284154340,262.833,626.755,23.1171
1661284188733,270.081,663.91,23.1934
1661284223241,263.443,698.7,22.8882
