Time,FAM,HEX,Cy5,
1661281194787,257.492,356.751,21.6675
1661281226333,254.517,356.979,22.583
1661281256999,260.696,358.582,22.5067
1661281289089,257.187,357.361,22.3541
1661281320955,250.473,353.699,22.2015
1661281353429,261.383,357.056,22.3541
1661281384943,258.637,355.072,22.049
1661281418409,257.874,354.462,22.5067
1661281452226,252.914,354.004,22.1252
1661281484668,252.38,354.004,22.8119
1661281519494,253.372,354.004,21.9727
1661281554319,252.152,353.394,21.6675
1661281587400,251.999,352.631,22.2778
1661281622210,255.28,356.522,21.7438
1661281655948,265.732,354.767,23.0408
1661281688709,254.746,354.996,22.4304
1661281721183,267.944,359.726,22.4304
1661281752953,256.043,356.216,22.8119
1661281786003,260.696,357.056,22.2778
1661281817853,256.5,357.819,22.2778
1661281850583,262.833,362.244,22.5067
1661281884209,265.427,360.565,22.4304
1661281917306,261.383,358.2,24.0326
1661281948532,259.323,358.963,22.4304
1661281980654,257.95,359.879,22.2778
1661282013704,260.468,360.718,22.3541
1661282047361,259.094,361.023,23.1934
1661282081883,265.274,363.388,21.9727
1661282113429,265.274,364.609,21.9727
1661282147918,257.874,366.592,22.6593
1661282180664,260.696,366.669,22.3541
1661282214018,263.901,370.407,22.3541
1661282247084,259.552,373.611,22.5067
1661282281413,263.672,384.674,22.583
1661282315966,257.645,397.568,21.9727
1661282349080,264.053,415.421,21.0571
1661282383410,257.721,431.29,22.3541
1661282418875,259.781,455.322,22.8119
1661282454308,260.239,483.78,22.6593
1661282489150,261.917,514.984,20.9045
1661282523720,264.053,546.57,22.4304
1661282556721,259.018,581.36,21.4386
1661282590107,262.68,615.082,21.0571
1661282624581,261.765,650.253,22.3541
1661282659118,271.454,684.815,23.2697
